action,spot,forward,a,b,rho,rho_negative,m,m_negative,sigma,risk_free_rate,strike,is_up,quantity
update_svi,,,1150000,29340000,232920000,true,14410000,false,53640000,35000000,,,
mint,,,,,,,,,,,56806223578913,true,196866105545
update_basis,66994987920000,66999159830000,,,,,,,,,,,
update_svi,,,1050000,30210000,185410000,true,19560000,false,53950000,35000000,,,
mint,,,,,,,,,,,60042574435104,true,211138191458
update_basis,66994987920000,67028256250000,,,,,,,,,,,
update_svi,,,1050000,30210000,185410000,true,19560000,false,53950000,35000000,,,
mint,,,,,,,,,,,68802765116207,false,120466911765
update_basis,67226970090000,67233535880000,,,,,,,,,,,
update_svi,,,800000,31230000,229720000,true,11000000,false,61680000,35000000,,,
mint,,,,,,,,,,,64566560399265,false,632138020031
update_basis,67226970090000,67465804200000,,,,,,,,,,,
update_svi,,,530000,32580000,217320000,true,9310000,false,67920000,35000000,,,
mint,,,,,,,,,,,74965160764448,false,58248134355
update_basis,67574273340000,67578418330000,,,,,,,,,,,
update_svi,,,670000,32880000,280550000,true,1170000,true,66150000,35000000,,,
mint,,,,,,,,,,,70040254866469,false,243921599021
update_basis,67525694490000,67525116310000,,,,,,,,,,,
update_svi,,,700000,33180000,307790000,true,2530000,true,64870000,35000000,,,
mint,,,,,,,,,,,67750440972424,false,34392533164
update_basis,67525694490000,67525116310000,,,,,,,,,,,
update_svi,,,700000,33180000,307790000,true,2530000,true,64870000,35000000,,,
mint,,,,,,,,,,,69980887311254,false,255250600050
update_basis,67574273340000,67578418330000,,,,,,,,,,,
update_svi,,,670000,32880000,280550000,true,1170000,true,66150000,35000000,,,
mint,,,,,,,,,,,71522777194509,true,408469687203
update_basis,67574273340000,67578418330000,,,,,,,,,,,
update_svi,,,670000,32880000,280550000,true,1170000,true,66150000,35000000,,,
mint,,,,,,,,,,,75533812026252,false,124731602764
update_basis,67416208500000,67413511180000,,,,,,,,,,,
update_svi,,,520000,32170000,209890000,true,8810000,false,67180000,35000000,,,
mint,,,,,,,,,,,69556708433875,false,165360642762
update_basis,67416208500000,67370928420000,,,,,,,,,,,
update_svi,,,520000,32170000,209890000,true,8810000,false,67180000,35000000,,,
mint,,,,,,,,,,,75023289080987,true,408362417053
update_basis,67384613500000,67378856070000,,,,,,,,,,,
update_svi,,,650000,31090000,246680000,true,5270000,false,63750000,35000000,,,
mint,,,,,,,,,,,65594517194877,true,73095682332
update_basis,67384613500000,67378856070000,,,,,,,,,,,
update_svi,,,650000,31090000,246680000,true,5270000,false,63750000,35000000,,,
mint,,,,,,,,,,,74146299938969,true,1971059798984
update_basis,67384613500000,67378856070000,,,,,,,,,,,
update_svi,,,650000,31090000,246680000,true,5270000,false,63750000,35000000,,,
mint,,,,,,,,,,,65013204159097,false,115013708771
update_basis,68121119280000,68112602780000,,,,,,,,,,,
update_svi,,,1800000,20690000,464700000,true,5460000,true,32790000,35000000,,,
mint,,,,,,,,,,,58722661641207,true,120326585501
update_basis,67192718180000,67191614600000,,,,,,,,,,,
update_svi,,,500000,31730000,216950000,true,5940000,false,67980000,35000000,,,
mint,,,,,,,,,,,70252371814013,true,696369128683
update_basis,67857153450000,67797918660000,,,,,,,,,,,
update_svi,,,560000,28060000,310450000,true,80000,false,67440000,35000000,,,
mint,,,,,,,,,,,71606722621464,true,955495299056
update_basis,67092743860000,67081977140000,,,,,,,,,,,
update_svi,,,610000,31430000,211220000,true,7550000,false,65010000,35000000,,,
mint,,,,,,,,,,,59866221789112,false,1171561457454
update_basis,67092743860000,67081977140000,,,,,,,,,,,
update_svi,,,610000,31430000,211220000,true,7550000,false,65010000,35000000,,,
mint,,,,,,,,,,,66299245579941,true,103882446478
update_basis,67857153450000,67797918660000,,,,,,,,,,,
update_svi,,,560000,28060000,310450000,true,80000,false,67440000,35000000,,,
mint,,,,,,,,,,,67396231871838,false,275158203553
update_basis,66710459630000,66704472960000,,,,,,,,,,,
update_svi,,,670000,31500000,158760000,true,14240000,false,63670000,35000000,,,
mint,,,,,,,,,,,64872241734968,false,80654442933
update_basis,66710459630000,66704472960000,,,,,,,,,,,
update_svi,,,670000,31500000,158760000,true,14240000,false,63670000,35000000,,,
mint,,,,,,,,,,,56697388482536,true,70369366636
update_basis,66937321070000,66921118010000,,,,,,,,,,,
update_svi,,,610000,31470000,192480000,true,10910000,false,64260000,35000000,,,
mint,,,,,,,,,,,59152225916574,false,1732337420558
update_basis,68121119280000,68112602780000,,,,,,,,,,,
update_svi,,,1800000,20690000,464700000,true,5460000,true,32790000,35000000,,,
mint,,,,,,,,,,,70911955310563,true,406105025194
update_basis,67207888730000,67189926870000,,,,,,,,,,,
update_svi,,,570000,31760000,191790000,true,10780000,false,63010000,35000000,,,
mint,,,,,,,,,,,59287684964638,false,2366873122640
update_basis,67857153450000,67797918660000,,,,,,,,,,,
update_svi,,,560000,28060000,310450000,true,80000,false,67440000,35000000,,,
mint,,,,,,,,,,,72550048537333,true,870371454640
update_basis,68068768610000,68070847510000,,,,,,,,,,,
update_svi,,,960000,25810000,263640000,true,5570000,false,53730000,35000000,,,
mint,,,,,,,,,,,75271900986534,true,4123885605821
update_basis,67117294010000,67117481400000,,,,,,,,,,,
update_svi,,,440000,32080000,198350000,true,6310000,false,66460000,35000000,,,
mint,,,,,,,,,,,70781521763706,false,120925004448
update_basis,67113256490000,67100583320000,,,,,,,,,,,
update_svi,,,670000,31640000,166470000,true,13560000,false,59770000,35000000,,,
mint,,,,,,,,,,,63742645913677,false,198549660997
update_basis,66999176180000,66968052560000,,,,,,,,,,,
update_svi,,,790000,30040000,280350000,true,2020000,true,64130000,35000000,,,
mint,,,,,,,,,,,72866069363672,false,166721922848
update_basis,66317881320000,66311022580000,,,,,,,,,,,
update_svi,,,700000,31150000,242770000,true,3440000,false,68610000,35000000,,,
mint,,,,,,,,,,,64885446755145,false,265093179936
update_basis,66999176180000,66968052560000,,,,,,,,,,,
update_svi,,,790000,30040000,280350000,true,2020000,true,64130000,35000000,,,
mint,,,,,,,,,,,67428848841116,false,165962560466
update_basis,66317881320000,66311022580000,,,,,,,,,,,
update_svi,,,700000,31150000,242770000,true,3440000,false,68610000,35000000,,,
mint,,,,,,,,,,,61847302768334,false,791579176534
update_basis,66317881320000,66311022580000,,,,,,,,,,,
update_svi,,,700000,31150000,242770000,true,3440000,false,68610000,35000000,,,
mint,,,,,,,,,,,67531542055699,false,201867331117
update_basis,66558493930000,66551579530000,,,,,,,,,,,
update_svi,,,690000,30530000,158670000,true,14560000,false,64910000,35000000,,,
mint,,,,,,,,,,,58299080884513,true,51963499009
update_basis,66708402140000,66705177960000,,,,,,,,,,,
update_svi,,,670000,29820000,236180000,true,8000000,false,65950000,35000000,,,
mint,,,,,,,,,,,60347136037588,true,84094648484
update_basis,66561852830000,66564808390000,,,,,,,,,,,
update_svi,,,690000,29920000,250210000,true,6580000,false,65480000,35000000,,,
mint,,,,,,,,,,,64054250939510,false,270426767583
update_basis,66708402140000,66705177960000,,,,,,,,,,,
update_svi,,,670000,29820000,236180000,true,8000000,false,65950000,35000000,,,
mint,,,,,,,,,,,63367153313904,false,943660918410
update_basis,68121119280000,68112602780000,,,,,,,,,,,
update_svi,,,1800000,20690000,464700000,true,5460000,true,32790000,35000000,,,
mint,,,,,,,,,,,74472936295782,false,64133123430
update_basis,66561852830000,66564808390000,,,,,,,,,,,
update_svi,,,690000,29920000,250210000,true,6580000,false,65480000,35000000,,,
mint,,,,,,,,,,,70711254468252,true,1066856673642
update_basis,66814183050000,66819997890000,,,,,,,,,,,
update_svi,,,720000,29320000,263500000,true,6510000,false,63000000,35000000,,,
mint,,,,,,,,,,,72922462833986,false,82636441217
update_basis,67545088900000,67531270640000,,,,,,,,,,,
update_svi,,,690000,30330000,188370000,true,13830000,false,57410000,35000000,,,
mint,,,,,,,,,,,60891496750760,true,54841270434
update_basis,67545088900000,67531270640000,,,,,,,,,,,
update_svi,,,690000,30330000,188370000,true,13830000,false,57410000,35000000,,,
mint,,,,,,,,,,,63426841915721,false,437697252157
update_basis,68121119280000,68232422790000,,,,,,,,,,,
update_svi,,,1130000,23910000,392350000,true,3900000,true,52730000,35000000,,,
mint,,,,,,,,,,,74266895200425,true,2755571175031
update_basis,68240616580000,68232422790000,,,,,,,,,,,
update_svi,,,1130000,23910000,392350000,true,3900000,true,52730000,35000000,,,
mint,,,,,,,,,,,72064297443821,true,1475148966179
update_basis,68240616580000,68232422790000,,,,,,,,,,,
update_svi,,,1130000,23910000,392350000,true,3900000,true,52730000,35000000,,,
mint,,,,,,,,,,,60115910319870,false,745922467732
update_basis,67997338670000,67986097960000,,,,,,,,,,,
update_svi,,,1190000,23560000,357440000,true,920000,true,51400000,35000000,,,
mint,,,,,,,,,,,68592188382338,false,71206622111
update_basis,67997338670000,67986097960000,,,,,,,,,,,
update_svi,,,1190000,23560000,357440000,true,920000,true,51400000,35000000,,,
mint,,,,,,,,,,,69817078346612,true,505373698714
update_basis,67630647150000,67620587880000,,,,,,,,,,,
update_svi,,,400000,26920000,169650000,true,12140000,false,53140000,35000000,,,
mint,,,,,,,,,,,61707192074221,false,1825561976517
update_basis,68294511650000,68316201280000,,,,,,,,,,,
update_svi,,,980000,24100000,391220000,true,4850000,true,56050000,35000000,,,
mint,,,,,,,,,,,69153496283789,false,48242511006
update_basis,68320063960000,68317324710000,,,,,,,,,,,
update_svi,,,1420000,22030000,392570000,true,2590000,true,40140000,35000000,,,
mint,,,,,,,,,,,65667573872045,false,149470726189
update_basis,67630647150000,67620587880000,,,,,,,,,,,
update_svi,,,400000,26920000,169650000,true,12140000,false,53140000,35000000,,,
mint,,,,,,,,,,,72004971038993,false,141205044563
update_basis,68320063960000,68317324710000,,,,,,,,,,,
update_svi,,,1420000,22030000,392570000,true,2590000,true,40140000,35000000,,,
mint,,,,,,,,,,,69201595467156,false,113215883563
update_basis,68262599260000,68248187800000,,,,,,,,,,,
update_svi,,,1090000,24300000,285240000,true,2090000,false,46780000,35000000,,,
mint,,,,,,,,,,,65082466678860,false,523110845196
update_basis,68291455210000,68283107120000,,,,,,,,,,,
update_svi,,,910000,25410000,260090000,true,2600000,false,52120000,35000000,,,
mint,,,,,,,,,,,68270623142405,false,305070727570
update_basis,68291455210000,68283107120000,,,,,,,,,,,
update_svi,,,910000,25410000,260090000,true,2600000,false,52120000,35000000,,,
mint,,,,,,,,,,,63109263858103,true,24134003731
update_basis,68507441380000,68500445050000,,,,,,,,,,,
update_svi,,,1030000,25430000,351550000,true,8010000,true,48820000,35000000,,,
mint,,,,,,,,,,,70771599718770,false,33767733836
update_basis,67588689090000,67578426420000,,,,,,,,,,,
update_svi,,,370000,26510000,171170000,true,11140000,false,55590000,35000000,,,
mint,,,,,,,,,,,63873386786728,true,127271678328
update_basis,68741910430000,68728347660000,,,,,,,,,,,
update_svi,,,1020000,25360000,369280000,true,10590000,true,50250000,35000000,,,
mint,,,,,,,,,,,60159874697891,false,2817893939645
update_basis,68741910430000,68728347660000,,,,,,,,,,,
update_svi,,,1020000,25360000,369280000,true,10590000,true,50250000,35000000,,,
mint,,,,,,,,,,,69536575148417,false,277598663687
update_basis,68741910430000,68728347660000,,,,,,,,,,,
update_svi,,,1020000,25360000,369280000,true,10590000,true,50250000,35000000,,,
mint,,,,,,,,,,,72668592114857,false,78839648745
update_basis,68718255430000,68691226930000,,,,,,,,,,,
update_svi,,,820000,26210000,298230000,true,2320000,true,55200000,35000000,,,
mint,,,,,,,,,,,63599029751068,true,163843953200
update_basis,68627510570000,68628432810000,,,,,,,,,,,
update_svi,,,990000,25220000,368210000,true,10280000,true,50670000,35000000,,,
mint,,,,,,,,,,,72759888883971,true,901277849994
update_basis,68383820510000,68390724080000,,,,,,,,,,,
update_svi,,,760000,26060000,268350000,true,40000,true,56650000,35000000,,,
mint,,,,,,,,,,,62755804051954,true,131331660838
update_basis,68627510570000,68628432810000,,,,,,,,,,,
update_svi,,,990000,25220000,368210000,true,10280000,true,50670000,35000000,,,
mint,,,,,,,,,,,75441244245532,true,4520877390415
update_basis,68383820510000,68390724080000,,,,,,,,,,,
update_svi,,,760000,26060000,268350000,true,40000,true,56650000,35000000,,,
mint,,,,,,,,,,,62227572517835,true,89924368283
update_basis,68649190680000,68659735480000,,,,,,,,,,,
update_svi,,,740000,26280000,298010000,true,2030000,true,55330000,35000000,,,
mint,,,,,,,,,,,70968465218140,true,383236477402
update_basis,68649190680000,68648672330000,,,,,,,,,,,
update_svi,,,740000,26280000,298010000,true,2030000,true,55330000,35000000,,,
mint,,,,,,,,,,,75102047127979,false,46084676817
update_basis,68659097300000,68659735480000,,,,,,,,,,,
update_svi,,,1230000,23970000,424230000,true,11830000,true,41710000,35000000,,,
mint,,,,,,,,,,,73254708895844,true,1793841486112
update_basis,68606448730000,68602596450000,,,,,,,,,,,
update_svi,,,1170000,24380000,416290000,true,14030000,true,45780000,35000000,,,
mint,,,,,,,,,,,66365046086306,false,43473411146
update_basis,68606448730000,68602596450000,,,,,,,,,,,
update_svi,,,1170000,24380000,416290000,true,14030000,true,45780000,35000000,,,
mint,,,,,,,,,,,60033557672648,false,1736472102731
update_basis,68590365660000,68442006620000,,,,,,,,,,,
update_svi,,,1070000,24330000,402790000,true,11360000,true,48200000,35000000,,,
mint,,,,,,,,,,,62256343718829,true,95286726143
update_basis,68590365660000,68582795850000,,,,,,,,,,,
update_svi,,,1070000,24330000,402790000,true,11360000,true,48200000,35000000,,,
mint,,,,,,,,,,,61649887092987,true,180784253306
update_basis,67588689090000,67578426420000,,,,,,,,,,,
update_svi,,,370000,26510000,171170000,true,11140000,false,55590000,35000000,,,
mint,,,,,,,,,,,61908379726043,true,23315147513
update_basis,67639695400000,67626781730000,,,,,,,,,,,
update_svi,,,300000,27410000,176480000,true,6130000,false,56410000,35000000,,,
mint,,,,,,,,,,,63049546946181,true,183381299903
update_basis,67639695400000,67626781730000,,,,,,,,,,,
update_svi,,,300000,27410000,176480000,true,6130000,false,56410000,35000000,,,
mint,,,,,,,,,,,65902885963305,true,34589199041
update_basis,68357656160000,68345245630000,,,,,,,,,,,
update_svi,,,800000,25500000,328120000,true,6670000,true,56340000,35000000,,,
mint,,,,,,,,,,,60135631313962,false,2922471867375
update_basis,68245344900000,68246144140000,,,,,,,,,,,
update_svi,,,940000,24760000,319210000,true,3010000,true,50280000,35000000,,,
mint,,,,,,,,,,,73302755621833,true,1474669999476
update_basis,68245344900000,68246144140000,,,,,,,,,,,
update_svi,,,940000,24760000,319210000,true,3010000,true,50280000,35000000,,,
mint,,,,,,,,,,,65415385910625,true,42083968045
update_basis,68361993780000,68354819450000,,,,,,,,,,,
update_svi,,,990000,24600000,374000000,true,9680000,true,49900000,35000000,,,
mint,,,,,,,,,,,66389682944240,true,80273727355
update_basis,68361993780000,68354819450000,,,,,,,,,,,
update_svi,,,990000,24600000,374000000,true,9680000,true,49900000,35000000,,,
mint,,,,,,,,,,,67787137775214,false,316106274335
update_basis,68421965910000,68412976030000,,,,,,,,,,,
update_svi,,,920000,24870000,342350000,true,5280000,true,50460000,35000000,,,
mint,,,,,,,,,,,63008339636061,false,162200517695
update_basis,68421965910000,68412976030000,,,,,,,,,,,
update_svi,,,920000,24870000,342350000,true,5280000,true,50460000,35000000,,,
mint,,,,,,,,,,,70219611322359,true,546710617145
update_basis,68421965910000,68412976030000,,,,,,,,,,,
update_svi,,,920000,24870000,342350000,true,5280000,true,50460000,35000000,,,
mint,,,,,,,,,,,62492631411078,true,177666744809
update_basis,68250338490000,68222261520000,,,,,,,,,,,
update_svi,,,1030000,23930000,382390000,true,8680000,true,51260000,35000000,,,
mint,,,,,,,,,,,68611987190800,false,237557424815
update_basis,67639695400000,67626781730000,,,,,,,,,,,
update_svi,,,300000,27410000,176480000,true,6130000,false,56410000,35000000,,,
mint,,,,,,,,,,,72171566191799,true,2231756796751
update_basis,68049103790000,68037602090000,,,,,,,,,,,
update_svi,,,710000,25450000,280150000,true,590000,true,57540000,35000000,,,
mint,,,,,,,,,,,59357555685558,true,184306134815
update_basis,68049103790000,68037602090000,,,,,,,,,,,
update_svi,,,710000,25450000,280150000,true,590000,true,57540000,35000000,,,
mint,,,,,,,,,,,62289238962262,true,96648778117
update_basis,67899570610000,67894683060000,,,,,,,,,,,
update_svi,,,780000,25230000,270190000,true,1240000,false,53290000,35000000,,,
mint,,,,,,,,,,,63988799371949,true,56704003350
update_basis,67899570610000,67894683060000,,,,,,,,,,,
update_svi,,,780000,25230000,270190000,true,1240000,false,53290000,35000000,,,
mint,,,,,,,,,,,69419063728465,true,231318192660
update_basis,67941166210000,67937645830000,,,,,,,,,,,
